User,User Age,User Barangay,User Gender,Responses
962,-1,,,By helping others
968,18,Sta. Ana in Rizal,F,They should provide seminars for the people living in our community to help them be aware of what to do during disasters.
963,17,Nagkaisang Nayon,F,Magkaroon ng seminar tungkol sa disaster preparedness at i-inform ang bawat naninirahan sa barangay kung ano yung maaring gawin kapag emergency. Magbigay ng hotline na maaaring tawagan pag may sakuna.
965,23,Brgy. Sto Niño,F,I suggest that the barangay should have a house to house visit to make sure that everyone is safe and is to make sure theveryone has a food to eat despite the damage caused by the typhoon.
969,27,Brgy. West fairview Quezon City,M,"I suggest the brgy, should to visit house to house and make a drill every 2months "
977,22,Bangkal makati city,M,"Magkaroon sila ng program regarding disaster and iinvite nila yung mga ka barangay nila para mas lumawak yung kaalaman tungkol sa kalamidad at pagkakakaisa,"
973,18,"Barangay Paltok, Quezon City",F,Dapat palaging magkaroon ng anunsiyo ang barangay tungkol sa paghahanda o gagawin kapag magkakaroon ng disaster. Turuan ang mga pamilya na magkaroon ang bawat isa ng SOS para maging aware ang bawat isa sa isaT isa
979,20,"Brgy Paltok, Quezon City",M,Always prepare for any disaster and also alert the calamity...
978,19,,F,"Magkaroon ng seminars,drill o palaging pagpapaalala kung anong dapat gawim sa oras ng disaster"
976,23,409,F,"As mentioned in the survey, there must be a plan in waste mnagement and drainage system because it is a big factor in calamities.second would be devices accessible to most people to inform amd announce about calamities that are going to happen and how to prepare for these calamities"
983,20,420 zone 43,M,Laging mag handa ng food supplies at mga kagamitang pwede magamit sa oras ng disaster.
981,24,"Brgy maly, san mateo, rizal",M,Magpalit ng brgy. Chairman kase wala siyang pakielam sa mga ibang mahihirap
986,20,927,M,Provide basic drills and announcements for the people
980,21,"Dos Castillas, Sampaloc Manila",M,"At our barangay they have Megaphones to inform the residents for what announcement they prepared for. Maybe for me, this is the way they accommodate with us at the barangay. This  will allow the residents to prepare for the disaster will come."
988,20,San Anton St.Sampaloc,M,Palagi maghanda ng Supply.
992,20,Balingasa,M,Disaster Awareness Program
1003,19,BF Homes,F,spread news immediately.
993,19,232,F,magkaroon ng sariling disiplina
998,19,"Sampaloc, Manila",F,Discipline is the solution
1006,21,Manresa,F,By providing us emergency kits
1027,18,Napindan,M,By conducting seminars and disseminating information regarding in prevention when it comes to disaster 
1014,20,Brgy. F. De Castro,F,sila ang magbibigay ng warning o training upang maihnada ang mga tao sa darating na sakuna
1018,21,Molino 3 Bacoor Cavite,M,None
1024,20,Mayamot,M,palaging maging handa sa oras ng sakuna. Ugaliing magkaroon ng pag uusap sa pamilya kung ano ang mga dapat gawin sa oras ng sakuna.
1025,19,Baesa,F,Dapat laging updated sa balita
991,19,Brgy. 626,F,By participating and communicating with the needs of the barangay in terms of dealing with disaster
994,19,Tandang Sora,F,Conduct a seminar about awareness for disaster.
1000,20,"Sampaloc, Manila",F,"Discipiline, updates and awareness"
999,19,Mariblo,F,"Proper training, alertness during calamities, readiness of supplies like food and clothes."
990,20,Maybunga,F,They should be updated by the disasters that might happen anytime. They should consider communicating to PHILVOCS and PAGASA and make sure that they will be informed by the news.
1029,19,OLD BALARA ,F,EFFECTIVE WARNING 
1009,20,"New Lower Bicutan, Taguig City",F,Help us to be aware of the possible outcomes of the disaster and also knowing the safe places within out barangay
1007,19,"143,Bagong Barrio Caloocan City",M,"Secure an ""always ready"" evacuation area specifically designed for specific calamity. "
1026,20,sampaloc manila,F,establish a program that will help the community in preparing for the disaster like conducting monthly community assembly for disaster risk management.
1010,19,brgy.502,F,Prepare some seminar. 
996,20,Pineda,M,They prepare us on what we're going to do. 
1013,17,504,F,Awareness programs.
1021,20,Lakambini,F,"Have a proper taraining, always be ready. Listen to what higher officials instructions during calamities."
1008,20,638Q ARANGA ST. SAMPALOC MANILA,F,by conducting drills
1030,28,MOA Complex pasay City,M,participate in disaster training program and events
1020,20,Barangay Guinayang,F,Sana po magkaroon ng mga awareness programs po sa schools and sa community. Dapat po maging prepared din po bawat family at irequired sila na magkaroon po ng mga Emergency kits.
1012,21,Brgy. Kalubakis,F,spread the news immediately
1016,21,baesa,F,Inform their neighbor/ subordinate  about the advantage if they are ready in every disaster they will faced.
1031,20,sampaloc manila,F,create a project that will inform the community in preparing them  for the disaster. 
1032,39,Mandaluyong city,M,House to house communication
1032,39,Mandaluyong city,M,House to house communication
1035,22,91,F,Inform us ASAP and conduct free seminars and training for citizen's awareness
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1035,22,91,F,Inform us ASAP and conduct free seminars and training for citizen's awareness
1033,38,408,M,More information drive on disasters 
1033,38,408,M,More information drive on disasters 
1036,36,Batasan hills,M,The Barangay should have assigned personel incase of disaster or emergemcies
1033,38,408,M,More information drive on disasters 
1036,36,Batasan hills,M,The Barangay should have assigned personel incase of disaster or emergemcies
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1036,36,Batasan hills,M,The Barangay should have assigned personel incase of disaster or emergemcies
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1036,36,Batasan hills,M,The Barangay should have assigned personel incase of disaster or emergemcies
1036,36,Batasan hills,M,The Barangay should have assigned personel incase of disaster or emergemcies
1036,36,Batasan hills,M,The Barangay should have assigned personel incase of disaster or emergemcies
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1034,26,Bangkal,M,Inform the community one week before the impact of the typhoon
1038,18,Sampaloc,F,Inform the public as soon as posible
1047,20,BAHAY TORO,M,Matutunang maging mapangunawa sa oras ng kalamidad sa kahit anong klaseng sitwasyon.
1050,21,Balic balic,F,Linggo linggo may maintenance
1053,20,407,M,Prepare stocks
1049,20,Pinagbuhatan Pasig City,M,Makinig sa mga locals at wag matigas ang ulo
1054,20,Doña imelda,F,Send relief goods to the victims
1052,20,Antipolo rizal,M,Through seminar it would help this idea 
1061,21,Pinagbuhatan,M,Maintenance in cleaning the canals and the Pasig river
1062,17,Old Capitol Site Quezon City,F,Educate more the constituents for them to be prepared 
1068,17,490,M,Told them to be alert
1064,16,,M,Dapat alam nila ang emergency no. Kung may typhoon or disaster
1067,17,San Isidro,F,Maging handa po parati
1066,16,Sta. Teresita,M,Announce every updates about disasters at hand and prepare evacuation sites 
1072,17,513,M,Announce early warning before disaster hits
1065,17,419,M,To give proper counseling and seminars to all of your residents.
1069,17,343,M,Magkaroon ng madalasang drill lalo na sa mga barangay na madalas bahain upang mas maging handa sa mga sakuna tulad ng bagyo.
1063,17,419,M,Maybe they could help us much better by updating the community how to lessen the casualties.
1071,17,"Cupang, Antipolo City",F,I think my barangay could help me to be prepared for a disaster by early warning if it is possible.
1073,16,Manila,F,To better prepare for a duIaster they should give the people seminars
1074,17,407,M,If only the residence of the barangay will cooperate with the baranggay officials 
1077,26,Salapan,F,By means of disaster drill 
1076,22,South nagtahan ,F,May mga seminar at meetings na ginagawa samin para ma pag handaan namin 
1079,19,Pamplona Tres,M,Weekly weather updates and strategic planning incase of disastrous events
1082,16,Barangay 538,F,Yung mga tao sa community pwede magdonate ng mga relief goods incase na merong kalapit barangay na nasalanta.
1080,19,Apolonio Samson,F,Panatilihing tayo ay may alam sa ating kapaligiran upang maging handa sa mga sakuna
1081,18,"Sta. Lucia, Pasig",F,Dapat linisin yung mga kanal at maghigpit sa pangongolekta ng basura. 
1084,17,"Brgy 566
Zone 56",M,Preparation ng pamilya para sa dizastah
1087,17,PUREZA,F,Conduct some seminars that teaches preparations for disasters
1083,17,352 maria clara st. Lacson ave,F,By telling the people in the barangay early they can that the typhoon comes so that they can prepare their needs.
1089,18,Cristobal,F,Inform them early
1088,18,626,M,Magkaroon ng sariling basurahan ang bawat labas ng bahay para maiwasan ang mga pagbara sa drainage.
1091,18,522,F,Always be prepared
1086,18,"Barangay Bagong Silangan, Quezon City",M,Para sa akin handa ako maging volunteer sa amin barangay upang matulungan ko ang aking mga kabarangay sa mga kalamidad dahil ayaw ko ng marasanan ang nangyayaring pag babaha sa aming barangay handa ako tumulong mag linis ng mga canal o ilog kahit sa ganun gawain ay matulungan at maiwasan ang mga kalamidad sa aming barangay.
1094,18,Hulong duhat,M,Pick up your trashes
1095,18,405,M,Make a early warning if so ever
1097,18,402,M,More eqiupments
1096,17,402,M,Dudjdi
1096,17,402,M,Dudjdi
1100,18,Sta mesa,M,Be careful
1099,-1,,,Conduct seminar
1092,17,Culiat,F,Mag lagay ng mga stocks in case of emergencies
1104,19,436,M,To support for goods
1098,18,"Ugong,pasig",F,Conduct a drill
1103,18,402,M,Buy giving instructions and giving equipments incase of emergency
1102,17,83 lallana street tondo manila,M,hmm ipapasabi sa mga bahay bahay na mag handa sa paparating na malakas na bagyo
1093,19,Pinagbuklod Vmapa,M,Be update from the government officials so that they can feed the people the right news before panicking
1106,18,975,F,By performing a drill in any disaster so they're aware and can prepare properly.
1105,19,Brgy. Bagong Tanyag,F,By being alert and knowledgeable about disaster preparedness.
1107,20,187,M,Conducting a lot of seminar and activities regarding the disaster awareness for having knowledge on it
1108,20,905,M,For me as a citizen in our barangay mor seminars and procidures t be more prepared in an incoming disaster
1109,20,420,M,By seminar
1117,19,Loma de Gato,F,Prepare evacuation centers
1113,18,Kaunlaran,F,Conduct drills 
1112,19,San Antonio,F,More disaster drills and inform them on what kind of food and things to store.
1114,20,Brgy. Old Balara,M,Give suggestions and early announcements regarding disasters or natural calamaties.
1111,19,Loma de Gato,F,My barangay could help by doing seminars and drills every 2 months about what to do and not to do every disaster.
1119,19,Loma de gato,F,Everyone needs to cooperate. Reminders alone cannot do the trick without cooperation.
1115,20,Caloocan city,F,I think it would be best if the barangay officials pay a visit house to house to give semninars as well as flyers that contain safety tips on times of disaster.
1120,19,Pembo,M,More programs and seminars discussing safety protocols and simulating disasters for practise.
1118,20,"Mamatid,Cabuyao,Laguna",M,It would benefit a baranggay to be equipped with advanced or modern technology in communicating and weather predictions since it arguably is the prime or first source of help to citizens
1121,19,"125 Pulo, Indang,Cavite",F,"Conduct a seminar about desaster preparedness, or distribute leaflets about disaster preparedness."
1116,19,"Barangay Kaypian, San Jose del Monte, Bulacan",M,Barangay must have a mandatory seminar in each every barangays regarding on the early preparation for typhoons and calamities for the community awareness.
1122,19,Quezon City,F,"They must conduct seminars on how would people should prepare in times of disasters. Also, they should have equipment and medicines available in the barangay."
1123,19,,F,Conduct a monthly seminar regarding different disasters that might occur.
1127,18,519,F,"Conduct drills,awareness and seminar"
1128,19,412,F,Conduct a seminar or drills and give helpful tips on how to survive after the disaster
1131,19,,F,Inform the people in the community.
1126,19,172 Caloocan,F,Official meeting
1124,19,Batasan hills,F,Seminars
1132,18,Sampaloc,F,Give us more knowledge about the precautions.
1125,19,Sampaloc,F,Give us the information needed for immediate evacuation and safety precautions.
1130,18,"491 cayco st.sampaloc, manila",F,Monthly drill
1133,19,421,F,Conduct a seminar
1134,19,Old balara,F,Early warning
1135,19,NBBN,F,Provide emergency kits to families.
1147,26,Banaba,F, partisipasyon ng bawat miyembro ng barangay at pantay-pantay na pamamahagi ng pangangailangan ng pamilyang apektado ng kalamidad at higit sa lahat bigyang pansin ang kapaligirang nangangailangan ng matinding atensyon upang higit na mabigyang solusyon ang problema
1160,17,Brgy.Banaba ,M,Makiisa sa programang pampamahalaan na alam mo makakatulong sa ating barangay
1161,18,Brgy.banaba,M,Magmalasakit sa kawpa
1245,15,Banaba san mateo,M,Kailangan po ba talaga ang pag dala ng emergency medicine sa lahat ng sakuna?
1246,13,North libis banaba san mateo rizal,F,Dapat mas maaga nila patunugin ang detalyeng kung mataas na ang ilog
1265,64,Banaba,M,"Wala namang ginawaga ang barangay ang mali, ang kelangan ay cooperation ng mga tao"
1300,16,Banaba,M,Mas maagang prediksyon ng mga mangyayari ng isang sakuna at dapat na magkaroon ng mga pamamaraan upang maabot ang mga sulok at mga parte ng barangay na bibigyan ng tulong
1300,16,Banaba,M,Mas maagang prediksyon ng mga mangyayari ng isang sakuna at dapat na magkaroon ng mga pamamaraan upang maabot ang mga sulok at mga parte ng barangay na bibigyan ng tulong
1299,16,Banaba,F,Mag announce agad ng maaga para makapaghanda ang lahat ng tao sa pagdating ng sakuna.
1300,16,Banaba,M,Mas maagang prediksyon ng mga mangyayari ng isang sakuna at dapat na magkaroon ng mga pamamaraan upang maabot ang mga sulok at mga parte ng barangay na bibigyan ng tulong
1299,16,Banaba,F,Mag announce agad ng maaga para makapaghanda ang lahat ng tao sa pagdating ng sakuna.
1301,41,Banaba,F,"Kpag palaki ang tubig sa ilog kapag my bagy0 ang barangay ay nagbbigay babala katulad ng wang wang na rinig sa buung barangay,nais kong ipagpatuluy po ng aming barangay ang ganitong paghhanda sa ganitong kalamidad."
1307,75,Banaba,M,Kaylangan magdamayan at magmalasakit sa isa't isa.
1306,55,Banaba,M,Makipag cooparate
1308,53,Banaba,,Pagtulugan
1310,67,Banaba zone 1,M,"Bilang pwd ay dagdagan ang budget para makabii ng sapat na gamit at dagdag na volunteer para sa disaster,"
1312,55,Banaba zone 1,F,Bilang pwd matulungan nasasalanta  gaya ng bangka pagkain at iba pa
1313,66,Banaba,M,Ipagpatuluy ang pagbigay babala katulad ng pagpapatunug ng wang wang o warning na maging handa katulad sa paglaki ng tubig sa ilog
1315,52,Zone 6banaba,F,Gawing maagap ang pagtulong sa ating barangay na tinamaan kalamidad gaya ng pabgay ng mga relief goods at mga gamot sa mga May sakit
1324,18,Banaba,F,By giving relief and water and medicine
1325,60,Zone 3 banaba,F,"Makipag tulungan sa barangay ,"
1326,54,Zone 3 banaba,F,Tumulong sa nangangailangan mag communty volunteer at magbahagi ng pagkain tumulong maglikas lalo matandda at bata
1329,59,Banaba,M,"Kung May bagyo makipag partipasyon , makipag tulungan "
1327,75,Banaba,M,Tulung tulong. Hindi nag kakanya kanya
1328,42,Banaba,F,Humingi ng tulung sa branggay para mkaiwas sa baha
1331,49,Banaba zone 3,M,Magkaisa at magtulungan para sa ikabubuti ng lahat sama samang mag plano at kumilos bilang paghahanda sa disaster
1332,73,Zone 6 phase 2 banaba,F,"Magtulungan s lahat ng disaster,"
1333,74,Banaba,M,Magsabi agad
1336,14,Zone6 phase1 banaba ,F,Dapat po mas lalo pa nilang panatlihing malinis ang ating mga kanal kasi iyon nagiging dahilan kung bakit nag kakaroon ng baha dahil sa mga tinatapon na mga basura.
1335,11,Zone6 1 banaba,F,Dapat walang nag tatapon ng basura sa ilog upang maiwasan ang pag baha at ang kanal iwasan ang pagtapon ng kung ano anong kalat 
1338,48,Banaba zone 6,F,"Sa pagpapaabot ng iformation sa mga tao,halimbawa saan ang lugar na pwd puntahan"
1341,83,Zone6 banaba,M,"Mag-ikot lagi at magbigay ng relief good , evacuation"
1334,62,Banaba,F,Pagtulong sa komunidad at malasakit at ibigay ang makakaya sa mga tulong sa ating kapwa. 
1337,54,"Banaba ext,san mateo",F,Laging ialarm ang mga taga barangay ay namemegaphone para tabing ilog ingat na tayo level 16 
1339,30,Banaba zone 6,M,Mag kaisa at mag tulungan upang mapalawak ang isang samahan upang makatulong sa kapwa at komunidad
1340,70,Banaba,F,"Bangka, at marunong makasakay ng bangka. Tao ang magsakay dapat."
1342,65,Banaba,M,Dapat ang baragay mag bigay ng signal. At mag bigay ng pagkaen at gamot.
1343,31,Zone 6 banaba ext.,F,Mag warning na agad po samin kung kailangan na naming lumikas
1345,56,"Zone 6,banaba",M,Dapat unahin ang mga nasa ibabang lugar na mailikas.unahin ang mga nasalanta sa pagbibigay ng relief.
1345,56,"Zone 6,banaba",M,Dapat unahin ang mga nasa ibabang lugar na mailikas.unahin ang mga nasalanta sa pagbibigay ng relief.
1344,78,Zone 6 banaba,F,Maging alerto pra s mga darating na mga sakuna
1346,33,Banaba,F,Sana pag may dumating na kalamidad puntahan ng mga opisyal na baranggay para malaman ng iba para makalikas sa lugar.
1348,50,Zone 6 banaba,M,"Magtulong tulong para maging maayos ang kalagayan ng naperwisyo ng baha, wag ng umasa sa namumuno dapat magtulungan ang buong barangay,mas gawing maagap ang serbisyo gsya ng relief goods at iba pa"
1354,41,Banaba,F,"Maging alerto,at makipagtutulungan sa barangay."
1347,59,Banaba,F,Ayusin ang mga daanan at kanal.
1357,62,"Zone6,barangay banaba",M,"Linisin ang mga ilog,wag magtapon ng basura sa kanal."
1350,62,Banaba,M,Maayos mga daanan at kalsada para hindi maputik
1359,34,Zone 6 banaba,M,Maagap na pagtulong ng barangay
1355,17,Banaba extension ,F,Magsawa ng pagtitipon para mapag usapan ang darating na kalamidad at magsagawa ng paglilinis ng baranggay para mabawasan ang maging dahilan ng kalamidad 
1353,34,Banaba zone6,F,Pag papadala ng kunting tulong sa mga tao 
1351,52,Banaba duhat street block 9 lot 6,F,Laging magalarm ng sirena kapag malaki na ang tubig
1351,52,Banaba duhat street block 9 lot 6,F,Laging magalarm ng sirena kapag malaki na ang tubig
1351,52,Banaba duhat street block 9 lot 6,F,Laging magalarm ng sirena kapag malaki na ang tubig
1351,52,Banaba duhat street block 9 lot 6,F,Laging magalarm ng sirena kapag malaki na ang tubig
1360,42,Bababa zone 6,F,Palaging mag monitor sa lugar na binabaha para makapag handa mga tao sa sakuna 
1361,32,Zon6phbnaba,F,Mkikipgtololgan sa programa ng brgy.
1362,27,Banaba,F,"Sa pg tulong sa pgrerecycle ng mga bgay na ngbbgay ng dhlan sa ating ng pgbha,"
1358,41,Banaba,F,May mag paalam kong may bagyo
1356,41,Banaba,M,Paramaging handa talad ng baha dapat magkaroon alert tapos magtawag sa baranggay 
1364,73,"Zone 6,barangay banaba",M,"Dapat ang mga tao sumunod,kapag sinabing bawal magtapon,dapat hindi magtapon at magkaroon ng warning device."
1365,29,Banaba,F,Tutulong.
1363,16,"Zone 6,banaba",F,Ty400 out.    Hggdhyui
1367,63,Banaba extension,M,"Palitan ang mga bata o pagalitan dahil nagtatapon ngbasura at linisin ang mga kanal.
right of way daming nakatayong tindahan sa gitna ng kalsada."
1373,14,Banaba,F,Sa paraan na pagpupulong sa mga tao pra mapag usapan ang mga dapat gawin kapag may darating na sakuna at pra maging handa ang mga tao
1368,61,Banaba ext zone 6,M,"Magbuo ng samahan, mag volunteer at tumulong sa barangay gaya ng paghahakot ng basura, mag duty peace and order at iba pang gaeaing pangkaunlaran"
1369,26,Banaab,F,"Magbibigay ng mga pangangailangan ng tao , pagkain at iba pa"
1371,18,Banaba san mateo rizal,M,Mag bigay ng impormasyon tungkol sa iyong natutunan sa pinuntahang disaster survey sa iyong mga kaibigan 
1372,21,Banaba,M,Mag buo samahan 
1375,26,Banaba,M,Maglagay ng bagong kanal para di po maipon ang tubig sa isang lugar upang di pamahayan ng lamok
1370,22,Banaba extension,F,"Sa pamamagitan ng proper 
Waste disposal at self preparedness"
1374,36,Banaba zone 6,M,Paglilinis ng mga drainage at bara ng kanal. 
1366,69,Banaba zone 6,M,Kailngan maging aktibo ang barangay sa lahat ng kailangan ng kanyang nasasakupan para sa lalong kahandaan ng mga tao
1376,35,Banaba extension,M,Linisin ang kanal at itapon ang basura sa tama
1378,26,Banaba,M,Oo
1377,37,Banaba,F,Magkaroon po ng warning device sa aming lugar.
1384,15,Banaba ext smr phase# 2,M,Lagi pong maghanda at manood lagi ng balita upang maging handa.
1382,19,Banaba zone6 san mateo rizal,F,Mas bigyan ng pansin ang mga pamilyang malapit sa tabing ilog at may mga kapansanan.
1380,48,Banaba,F,Bangka.
1385,18,Banaba,M,Bigyang babala ng mga tagabaranggay kung dapat na bang lumikas
1381,-1,,,"Ayon sa aking napag Tanto may roon tayong mga tagapamahala tulad na lamang ng ating Barangay. Ang ating brgy, ito ay nag sisilbing maging taga pamagitna or tagapanguna sa mga anumang mga disaster. Ganon paman ang kanilang pag sisilbihan sa mga tao upang maging TAGApag ligtas or Tumulong . Ito ay isa sa mga magandang paraan upang maibahagi nila ito sa mga ibatibang mga tao upang maging handa ang mga tao sa Kumunidad.!  :)"
1379,19,"Banaba Extension San Mateo,Rizal",M,"Mas maiging maitaguyod ng ating mga barangay officers ang kaalaman ukol sa kalamidad , lubos na nakaka tulong ang pag bibigay ng mga kaalaman sa pag hahanda sa pag dating ng kalamidad , drills at iba pa , sa ganitong paraan ay malalaman ng kabarangay ng importansya ng kaalaman ng pagbhahanda sa dadating na kalamidad ,"
1383,17,San Mateo,M,Maki pag tulongan sa pag sasa ayus ng nasirang kumunidad o pamayanan
1387,68,Banaba,F,"Preprepaire mga pagkain, bigas, dilata para di magutom,"
1388,23,Banaba ext. Banaba san mateo rizal ,F,Sa paraang pagtapon ng basura sa tamang tapunan at alagaan ang kapaligiran.
1386,59,Banaba extension phase1,M,Maimprove ang drainage system para ang bahadumeretso sa ilog para dia mastuck at magkaroonng wang wang para mainform ang mga tao.
1389,20,Banaba,M,Andyan sila lagi para tumulong sa mga nasalanta ng bagyo
1390,36,Banaba,F,"Regular na pagkuha ng basura at dapat wasto ang pagtatapon ng basura, magkaroon pagtitipon at training para sa kalamidad,"
1391,26,Banaba,F,Mag handa pagdating kona
1394,19,Banaba extension ,F,"Sa paglilinis ng kapaligiran, maglinis ng kanal, magtanim ng mga puno, at huwag magtatapon ng basura sa ilog."
1393,16,Banaba,F,Orientation to those people who are really affected and also to our society. 
1398,18,Banaba,F,"Evacuation center,early warning device at wag magtapon ng basura sa mga kanal at ilog."
1396,50,Banaba zone 6,M,"Wastong pagtapon ng basura at dagdagan bantay sa pagmonitor ng ilog para sa basura at pagtaas baha, bantayan kabataang pasaway patulot nagtatapon ng basura sa ilog namin magbigay ng dagdag lubid gagawing hagdan para makasagip na inaanod na bata"
1397,35,Banaba,M,Makatolong sa lugar 
1395,56,Banaba,M,Paalam agad sa mga kapit bahay pag may malapit na kalamidad
1402,17,Banaba zone 6,F,Ang pagkakaroon ng mga instrumento na magbibigay ng isang babala sa paparating na sakuna sa aming barangay
1401,42,Zone 6,F,To give more ideas regarding disaster in times of heavy rainfall or other disaster
1405,58,Banaba extension,F,Makipag tulungan sa mga tao.
1404,13,Banaba zone6,F,Masmatutulongan kami ng aming barangay sa patuloy na pagupdate sa amin at sa pagtalakay sa mga broblema tungkol sa kalamidad sa aming pamayanan.
1407,59,Banaba,F,Dagdagan ang pakikisalamuha sa amin kasi hindi namin sila lubusang kilala.
1409,45,Banaba zone 7,M,Magkaroon ng budget para sa disaster pbili gamit. Food for volunteers at mga gamit
1418,28,Pioneer compound banaba san mateo rizal,F,Palaging linisin ang paligid upang makaiwas sa pgbaha at palagiang magtulong-tulong bilang isang barangay
1421,38,Banaba,F,Mas maagap na makapagbigay na tulong tulad sa pagkain gamot at pagsasaayos ng aming bahay
1411,37,Banabazone7,M,S0s0n0d sa ay0n sa barangay kng an0 ang dapat
1417,30,Banaba,F,Kumplitohin po lahat ng gamit para pag may dumting na sakuna laging nakahanda
1413,37,"Belonqcompound,banaba",F,Paqaabiso na paqdating ng bagyo ay lagi pong maghanda atpagbigay ng tulong galing sa batanggay
1414,43,Banaba,F,Kailangan may kaalaman at disiplina pag dating sa basura po.
1422,17,Banaba San mateo rizal,F," Ipaalam sa mga tao na may parating na kalamidad upang sa ganun makapaghanda sila ng maayos bago dumating ang kalamidad.


"
1423,17,Banaba,F,Makaka tulong ang barangay sa isang kalamidad sa pamamagitan ng mga pag tulong sa mga tao
1419,38,Banaba,F,Dapat umiikot ang barangay at magdala ng balita sa kalamidad. Dapat hindi lang nakikinig ng balita sa telebisyon.
1420,30,Banaba,F,Pagkakaisa at pagtutulungan ng bawat isa
1426,50,"Pioneer compound,banaba",F,Iwasan po ang pagtatapon ng basura para hindi mgabara sa mga kanal.
1430,18,Banaba,F,Orientation
1431,19,Banaba,F,Dapat laging handa sa pang araw araw upang matugunan ang pangangailangan at kaligtasan ng bawat isa sa tuwing may sakunang dumarating.
1425,44,Banaba,M,"Magbibegay,pagkaen"
1434,48,Pioneer c0mpound banaba san mateo rizal,F,Mlinis lgi ang mga daluyan ng tubig lalo na ang pgkuha ng mga basura
1428,61,Banaba zone 7 banaba,M,Maginghanda at makipag tulungan sa baranggay
1424,-1,,,Makipag tulungan sa namumuno sa barangay tY c.F.
1429,-1,,,"Itapun ang basura sa tamang tapunan 
Para maiwasan ang pagbaha"
1432,18,Banaba,F,sa pagpapaalala saamen ang mga dapat gawin upang makapaghanda sa kalamidad at nagkakaisa ren po   sila sa mga anong sakuna
1433,15,Banaba San Mateo rizal,F,May babala po agad pag may dadating nabagyo pra po makahanda po kami sa darating na kong ano mang dumating sa amin 
1433,15,Banaba San Mateo rizal,F,May babala po agad pag may dadating nabagyo pra po makahanda po kami sa darating na kong ano mang dumating sa amin 
1433,15,Banaba San Mateo rizal,F,May babala po agad pag may dadating nabagyo pra po makahanda po kami sa darating na kong ano mang dumating sa amin 
1438,88,"Belong,banana",F,Prepare physically and emotionally
1437,43,Belong,F,Maging mabilis pamaraan
1433,15,Banaba San Mateo rizal,F,May babala po agad pag may dadating nabagyo pra po makahanda po kami sa darating na kong ano mang dumating sa amin 
1440,63,Banaba,F,Kailan maghanda at maging alerto
1439,70,Banaba zone 7,F,"Kung anu ang kakulangan dito sa belong,"
1436,37,Banaba,F,"Ay ang maging alerto ,ang paglilinis ng mga kanal,para maiwasan ang pagbabara,"
1427,63,Banaba done 5,F,Ipagpatuloy lang po ang mga magandang ginagawa ng aming barangay dahil nakikita q ang mga maganda nilang gawain.
1441,55,Banaba,F,Pagkakaisa at magtutulungan.
1435,37,Banaba,F,Dapat laging alirto ang bawat barangay pag may papalapit na sakona. At laging nakaantabay ang pomoang barangay
1443,62,"Pioneer,banaba",F,Update the people
1444,37,Zone7 bnaba smr,F,"Plaging malinis ang kpaligiran,tumulong kng my bayanihan,,.para mwasan ang pagbaha,"
1448,70,Zone 7 banaba,F,Tutulong ang baranggay 
1446,53,Banaba,F,Iboto ang gusto sa eleksyon. 
1449,68,"Belong,banaba",M,Equipment like boat.
1450,81,Banaba,F,Tumulong sa lahat magbigay ng tulong sa mga tao.
1447,48,Banaba zone7,F,"Kailangan ang maagap resque at agaran pagkain,"
1442,31,Banaba,F,Paraan po sa pag tulong sa pamimigay ng pagkain or gamot para sa mga taong nangaylangan ng tulong
1452,36,Banaba,F,Ibakwisyon pagbbigay ng pagkain 
1456,47,Banaba,F,Gusto po na maayus ang basira dito
1453,57,Banaba,F,Sa pamamagitan ng seminars
1459,34,Pioneer comp.banaba,M,Mabilis na pagkilos para sa mga kalamidad
1461,26,Banaba,F,Sa tingin ko nakakatulong naman ang barangay .. sana mas madagdagan pa ang mga gamit sa barangay pang kalamidad para mas madaming matulungan
1460,44,Banaba,F,Bago p dumating ang kalamidad kailangan ayusin  ata ilagay ang mga gagamitin bgo p dumating ang anumang kalamidad.
1462,37,Banaba,F,Mag bigay sila agad ng detalye tungkol sa darating na bagyo. Sabihin kung gaano kalakas ang bagyong paparating. 
1454,35,Banaba zone7,M,Kailangan may radyo para pagdating ng kalamidad ay nakahanda
1468,72,Banaba,F,Manghingi ng tulong sa barangay.
1468,72,Banaba,F,Manghingi ng tulong sa barangay.
1468,72,Banaba,F,Manghingi ng tulong sa barangay.
1464,68,Banaba,F,Maghada para itapon ng maayus ang basura sa tamang lalagyan para hindi magbara sa mga kanal
1463,18,Pioneer,F,Magsagawa ng mga disaster drills o mga pagpupulong ukol sa mga ganitong sitwasyon o kalagayan.
1457,28,Banaba belong cpd,M,"Tulongan sa esat,esa"
1464,68,Banaba,F,Maghada para itapon ng maayus ang basura sa tamang lalagyan para hindi magbara sa mga kanal
1468,72,Banaba,F,Manghingi ng tulong sa barangay.
