topicId,rank,docId,filename
2,150,20,C:\mallet\CourtProceedings\1910_gr_5826.txt
2,151,252,C:\mallet\CourtProceedings\1910_gr_l-6497.txt
2,152,83,C:\mallet\CourtProceedings\1910_gr_l-5242.txt
2,153,50,C:\mallet\CourtProceedings\1910_gr_l-4968.txt
2,154,23,C:\mallet\CourtProceedings\1910_gr_5919.txt
2,155,4,C:\mallet\CourtProceedings\1910_gr_5246.txt
2,156,189,C:\mallet\CourtProceedings\1910_gr_l-5684.txt
2,157,179,C:\mallet\CourtProceedings\1910_gr_l-5644.txt
2,158,174,C:\mallet\CourtProceedings\1910_gr_l-5629.txt
2,159,157,C:\mallet\CourtProceedings\1910_gr_l-5583.txt
2,160,78,C:\mallet\CourtProceedings\1910_gr_l-5197.txt
2,161,77,C:\mallet\CourtProceedings\1910_gr_l-5193.txt
2,162,56,C:\mallet\CourtProceedings\1910_gr_l-5022.txt
2,163,21,C:\mallet\CourtProceedings\1910_gr_5840.txt
2,164,203,C:\mallet\CourtProceedings\1910_gr_l-5770.txt
2,165,181,C:\mallet\CourtProceedings\1910_gr_l-5648.txt
2,166,148,C:\mallet\CourtProceedings\1910_gr_l-5543.txt
2,167,121,C:\mallet\CourtProceedings\1910_gr_l-5458.txt
2,168,119,C:\mallet\CourtProceedings\1910_gr_l-5449.txt
2,169,111,C:\mallet\CourtProceedings\1910_gr_l-5403.txt
2,170,109,C:\mallet\CourtProceedings\1910_gr_l-5396.txt
2,171,30,C:\mallet\CourtProceedings\1910_gr_l-3821.txt
2,172,233,C:\mallet\CourtProceedings\1910_gr_l-6054.txt
2,173,227,C:\mallet\CourtProceedings\1910_gr_l-5962.txt
2,174,158,C:\mallet\CourtProceedings\1910_gr_l-5584.txt
2,175,156,C:\mallet\CourtProceedings\1910_gr_l-5580.txt
2,176,127,C:\mallet\CourtProceedings\1910_gr_l-5477.txt
2,177,112,C:\mallet\CourtProceedings\1910_gr_l-5412.txt
2,178,47,C:\mallet\CourtProceedings\1910_gr_l-4907.txt
2,179,34,C:\mallet\CourtProceedings\1910_gr_l-4150.txt
2,180,251,C:\mallet\CourtProceedings\1910_gr_l-6492.txt
2,181,216,C:\mallet\CourtProceedings\1910_gr_l-5853.txt
2,182,79,C:\mallet\CourtProceedings\1910_gr_l-5201.txt
2,183,198,C:\mallet\CourtProceedings\1910_gr_l-5720.txt
2,184,192,C:\mallet\CourtProceedings\1910_gr_l-5693.txt
2,185,165,C:\mallet\CourtProceedings\1910_gr_l-5601.txt
2,186,138,C:\mallet\CourtProceedings\1910_gr_l-5509.txt
2,187,125,C:\mallet\CourtProceedings\1910_gr_l-5470.txt
2,188,97,C:\mallet\CourtProceedings\1910_gr_l-5315.txt
2,189,35,C:\mallet\CourtProceedings\1910_gr_l-4179.txt
2,190,239,C:\mallet\CourtProceedings\1910_gr_l-6079.txt
2,191,215,C:\mallet\CourtProceedings\1910_gr_l-5827.txt
2,192,212,C:\mallet\CourtProceedings\1910_gr_l-5810.txt
2,193,180,C:\mallet\CourtProceedings\1910_gr_l-5647.txt
2,194,120,C:\mallet\CourtProceedings\1910_gr_l-5455.txt
2,195,80,C:\mallet\CourtProceedings\1910_gr_l-5219.txt
2,196,71,C:\mallet\CourtProceedings\1910_gr_l-5160.txt
2,197,65,C:\mallet\CourtProceedings\1910_gr_l-5117.txt
2,198,41,C:\mallet\CourtProceedings\1910_gr_l-4654.txt
2,199,240,C:\mallet\CourtProceedings\1910_gr_l-6080.txt
2,200,220,C:\mallet\CourtProceedings\1910_gr_l-5878.txt
2,201,205,C:\mallet\CourtProceedings\1910_gr_l-5785.txt
2,202,186,C:\mallet\CourtProceedings\1910_gr_l-5676.txt
2,203,137,C:\mallet\CourtProceedings\1910_gr_l-5504.txt
2,204,106,C:\mallet\CourtProceedings\1910_gr_l-5359.txt
2,205,88,C:\mallet\CourtProceedings\1910_gr_l-5265.txt
2,206,54,C:\mallet\CourtProceedings\1910_gr_l-5001.txt
2,207,38,C:\mallet\CourtProceedings\1910_gr_l-4508.txt
2,208,13,C:\mallet\CourtProceedings\1910_gr_5745.txt
2,209,228,C:\mallet\CourtProceedings\1910_gr_l-5965.txt
2,210,196,C:\mallet\CourtProceedings\1910_gr_l-5710.txt
2,211,183,C:\mallet\CourtProceedings\1910_gr_l-5663.txt
2,212,166,C:\mallet\CourtProceedings\1910_gr_l-5603.txt
2,213,129,C:\mallet\CourtProceedings\1910_gr_l-5480.txt
2,214,124,C:\mallet\CourtProceedings\1910_gr_l-5465.txt
2,215,113,C:\mallet\CourtProceedings\1910_gr_l-5413.txt
2,216,85,C:\mallet\CourtProceedings\1910_gr_l-5253.txt
2,217,75,C:\mallet\CourtProceedings\1910_gr_l-5183.txt
2,218,59,C:\mallet\CourtProceedings\1910_gr_l-5054.txt
2,219,57,C:\mallet\CourtProceedings\1910_gr_l-5025.txt
2,220,46,C:\mallet\CourtProceedings\1910_gr_l-4901.txt
2,221,45,C:\mallet\CourtProceedings\1910_gr_l-4863.txt
2,222,39,C:\mallet\CourtProceedings\1910_gr_l-4612.txt
2,223,37,C:\mallet\CourtProceedings\1910_gr_l-4479.txt
2,224,249,C:\mallet\CourtProceedings\1910_gr_l-6259.txt
2,225,118,C:\mallet\CourtProceedings\1910_gr_l-5448.txt
2,226,82,C:\mallet\CourtProceedings\1910_gr_l-5236.txt
2,227,12,C:\mallet\CourtProceedings\1910_gr_5730.txt
2,228,5,C:\mallet\CourtProceedings\1910_gr_5343.txt
2,229,1,C:\mallet\CourtProceedings\1910_gr_4883.txt
2,230,175,C:\mallet\CourtProceedings\1910_gr_l-5631.txt
2,231,142,C:\mallet\CourtProceedings\1910_gr_l-5524.txt
2,232,36,C:\mallet\CourtProceedings\1910_gr_l-4320.txt
2,233,25,C:\mallet\CourtProceedings\1910_gr_5963.txt
2,234,3,C:\mallet\CourtProceedings\1910_gr_5052.txt
2,235,244,C:\mallet\CourtProceedings\1910_gr_l-6185.txt
2,236,238,C:\mallet\CourtProceedings\1910_gr_l-6077.txt
2,237,187,C:\mallet\CourtProceedings\1910_gr_l-5681.txt
2,238,145,C:\mallet\CourtProceedings\1910_gr_l-5530.txt
2,239,141,C:\mallet\CourtProceedings\1910_gr_l-5521.txt
2,240,122,C:\mallet\CourtProceedings\1910_gr_l-5461.txt
2,241,105,C:\mallet\CourtProceedings\1910_gr_l-5356.txt
2,242,96,C:\mallet\CourtProceedings\1910_gr_l-5312.txt
2,243,29,C:\mallet\CourtProceedings\1910_gr_l-2532.txt
2,244,24,C:\mallet\CourtProceedings\1910_gr_5938.txt
2,245,102,C:\mallet\CourtProceedings\1910_gr_l-5334.txt
2,246,76,C:\mallet\CourtProceedings\1910_gr_l-5188.txt
2,247,43,C:\mallet\CourtProceedings\1910_gr_l-4788.txt
2,248,33,C:\mallet\CourtProceedings\1910_gr_l-4145.txt
2,249,17,C:\mallet\CourtProceedings\1910_gr_5771.txt
2,250,8,C:\mallet\CourtProceedings\1910_gr_5592.txt
2,251,242,C:\mallet\CourtProceedings\1910_gr_l-6095.txt
2,252,155,C:\mallet\CourtProceedings\1910_gr_l-5577.txt
3,1,132,C:\mallet\CourtProceedings\1910_gr_l-5486.txt
3,2,83,C:\mallet\CourtProceedings\1910_gr_l-5242.txt
3,3,177,C:\mallet\CourtProceedings\1910_gr_l-5637.txt
3,4,204,C:\mallet\CourtProceedings\1910_gr_l-5775.txt
3,5,110,C:\mallet\CourtProceedings\1910_gr_l-5398.txt
3,6,13,C:\mallet\CourtProceedings\1910_gr_5745.txt
3,7,45,C:\mallet\CourtProceedings\1910_gr_l-4863.txt
3,8,125,C:\mallet\CourtProceedings\1910_gr_l-5470.txt
3,9,71,C:\mallet\CourtProceedings\1910_gr_l-5160.txt
3,10,50,C:\mallet\CourtProceedings\1910_gr_l-4968.txt
3,11,212,C:\mallet\CourtProceedings\1910_gr_l-5810.txt
3,12,215,C:\mallet\CourtProceedings\1910_gr_l-5827.txt
3,13,240,C:\mallet\CourtProceedings\1910_gr_l-6080.txt
3,14,66,C:\mallet\CourtProceedings\1910_gr_l-5123.txt
3,15,47,C:\mallet\CourtProceedings\1910_gr_l-4907.txt
3,16,57,C:\mallet\CourtProceedings\1910_gr_l-5025.txt
3,17,135,C:\mallet\CourtProceedings\1910_gr_l-5496.txt
3,18,42,C:\mallet\CourtProceedings\1910_gr_l-4713.txt
3,19,172,C:\mallet\CourtProceedings\1910_gr_l-5627.txt
3,20,131,C:\mallet\CourtProceedings\1910_gr_l-5483.txt
3,21,159,C:\mallet\CourtProceedings\1910_gr_l-5586.txt
3,22,224,C:\mallet\CourtProceedings\1910_gr_l-5922.txt
3,23,129,C:\mallet\CourtProceedings\1910_gr_l-5480.txt
3,24,187,C:\mallet\CourtProceedings\1910_gr_l-5681.txt
3,25,155,C:\mallet\CourtProceedings\1910_gr_l-5577.txt
3,26,249,C:\mallet\CourtProceedings\1910_gr_l-6259.txt
3,27,36,C:\mallet\CourtProceedings\1910_gr_l-4320.txt
3,28,184,C:\mallet\CourtProceedings\1910_gr_l-5671.txt
3,29,34,C:\mallet\CourtProceedings\1910_gr_l-4150.txt
3,30,97,C:\mallet\CourtProceedings\1910_gr_l-5315.txt
3,31,186,C:\mallet\CourtProceedings\1910_gr_l-5676.txt
3,32,164,C:\mallet\CourtProceedings\1910_gr_l-5599.txt
3,33,197,C:\mallet\CourtProceedings\1910_gr_l-5715.txt
3,34,59,C:\mallet\CourtProceedings\1910_gr_l-5054.txt
3,35,86,C:\mallet\CourtProceedings\1910_gr_l-5254.txt
3,36,243,C:\mallet\CourtProceedings\1910_gr_l-6157.txt
3,37,8,C:\mallet\CourtProceedings\1910_gr_5592.txt
3,38,82,C:\mallet\CourtProceedings\1910_gr_l-5236.txt
3,39,43,C:\mallet\CourtProceedings\1910_gr_l-4788.txt
3,40,35,C:\mallet\CourtProceedings\1910_gr_l-4179.txt
3,41,58,C:\mallet\CourtProceedings\1910_gr_l-5038.txt
3,42,99,C:\mallet\CourtProceedings\1910_gr_l-5321.txt
3,43,3,C:\mallet\CourtProceedings\1910_gr_5052.txt
3,44,173,C:\mallet\CourtProceedings\1910_gr_l-5628.txt
3,45,194,C:\mallet\CourtProceedings\1910_gr_l-5699.txt
3,46,79,C:\mallet\CourtProceedings\1910_gr_l-5201.txt
3,47,48,C:\mallet\CourtProceedings\1910_gr_l-4913.txt
3,48,192,C:\mallet\CourtProceedings\1910_gr_l-5693.txt
3,49,30,C:\mallet\CourtProceedings\1910_gr_l-3821.txt
3,50,74,C:\mallet\CourtProceedings\1910_gr_l-5168.txt
3,51,44,C:\mallet\CourtProceedings\1910_gr_l-4811.txt
3,52,206,C:\mallet\CourtProceedings\1910_gr_l-5786.txt
3,53,112,C:\mallet\CourtProceedings\1910_gr_l-5412.txt
3,54,85,C:\mallet\CourtProceedings\1910_gr_l-5253.txt
3,55,64,C:\mallet\CourtProceedings\1910_gr_l-5112.txt
3,56,174,C:\mallet\CourtProceedings\1910_gr_l-5629.txt
3,57,25,C:\mallet\CourtProceedings\1910_gr_5963.txt
3,58,176,C:\mallet\CourtProceedings\1910_gr_l-5636.txt
3,59,239,C:\mallet\CourtProceedings\1910_gr_l-6079.txt
3,60,117,C:\mallet\CourtProceedings\1910_gr_l-5447.txt
3,61,231,C:\mallet\CourtProceedings\1910_gr_l-5994.txt
3,62,208,C:\mallet\CourtProceedings\1910_gr_l-5791.txt
3,63,157,C:\mallet\CourtProceedings\1910_gr_l-5583.txt
3,64,5,C:\mallet\CourtProceedings\1910_gr_5343.txt
3,65,9,C:\mallet\CourtProceedings\1910_gr_5610.txt
3,66,251,C:\mallet\CourtProceedings\1910_gr_l-6492.txt
3,67,180,C:\mallet\CourtProceedings\1910_gr_l-5647.txt
3,68,142,C:\mallet\CourtProceedings\1910_gr_l-5524.txt
3,69,21,C:\mallet\CourtProceedings\1910_gr_5840.txt
3,70,238,C:\mallet\CourtProceedings\1910_gr_l-6077.txt
3,71,54,C:\mallet\CourtProceedings\1910_gr_l-5001.txt
3,72,216,C:\mallet\CourtProceedings\1910_gr_l-5853.txt
3,73,4,C:\mallet\CourtProceedings\1910_gr_5246.txt
3,74,67,C:\mallet\CourtProceedings\1910_gr_l-5141.txt
3,75,61,C:\mallet\CourtProceedings\1910_gr_l-5066.txt
3,76,55,C:\mallet\CourtProceedings\1910_gr_l-5006.txt
3,77,193,C:\mallet\CourtProceedings\1910_gr_l-5696.txt
3,78,24,C:\mallet\CourtProceedings\1910_gr_5938.txt
3,79,189,C:\mallet\CourtProceedings\1910_gr_l-5684.txt
3,80,141,C:\mallet\CourtProceedings\1910_gr_l-5521.txt
3,81,144,C:\mallet\CourtProceedings\1910_gr_l-5527.txt
3,82,75,C:\mallet\CourtProceedings\1910_gr_l-5183.txt
3,83,105,C:\mallet\CourtProceedings\1910_gr_l-5356.txt
3,84,185,C:\mallet\CourtProceedings\1910_gr_l-5673.txt
3,85,2,C:\mallet\CourtProceedings\1910_gr_5051.txt
3,86,198,C:\mallet\CourtProceedings\1910_gr_l-5720.txt
3,87,119,C:\mallet\CourtProceedings\1910_gr_l-5449.txt
3,88,244,C:\mallet\CourtProceedings\1910_gr_l-6185.txt
3,89,138,C:\mallet\CourtProceedings\1910_gr_l-5509.txt
3,90,123,C:\mallet\CourtProceedings\1910_gr_l-5464.txt
3,91,104,C:\mallet\CourtProceedings\1910_gr_l-5337.txt
3,92,41,C:\mallet\CourtProceedings\1910_gr_l-4654.txt
3,93,227,C:\mallet\CourtProceedings\1910_gr_l-5962.txt
3,94,15,C:\mallet\CourtProceedings\1910_gr_5753.txt
3,95,88,C:\mallet\CourtProceedings\1910_gr_l-5265.txt
3,96,51,C:\mallet\CourtProceedings\1910_gr_l-4977.txt
3,97,27,C:\mallet\CourtProceedings\1910_gr_l-2308.txt
3,98,102,C:\mallet\CourtProceedings\1910_gr_l-5334.txt
3,99,148,C:\mallet\CourtProceedings\1910_gr_l-5543.txt
3,100,28,C:\mallet\CourtProceedings\1910_gr_l-2352.txt
3,101,1,C:\mallet\CourtProceedings\1910_gr_4883.txt
3,102,222,C:\mallet\CourtProceedings\1910_gr_l-5897.txt
3,103,175,C:\mallet\CourtProceedings\1910_gr_l-5631.txt
3,104,70,C:\mallet\CourtProceedings\1910_gr_l-5155.txt
3,105,96,C:\mallet\CourtProceedings\1910_gr_l-5312.txt
3,106,145,C:\mallet\CourtProceedings\1910_gr_l-5530.txt
3,107,80,C:\mallet\CourtProceedings\1910_gr_l-5219.txt
3,108,39,C:\mallet\CourtProceedings\1910_gr_l-4612.txt
3,109,149,C:\mallet\CourtProceedings\1910_gr_l-5553.txt
3,110,165,C:\mallet\CourtProceedings\1910_gr_l-5601.txt
3,111,113,C:\mallet\CourtProceedings\1910_gr_l-5413.txt
3,112,12,C:\mallet\CourtProceedings\1910_gr_5730.txt
3,113,196,C:\mallet\CourtProceedings\1910_gr_l-5710.txt
3,114,32,C:\mallet\CourtProceedings\1910_gr_l-4040.txt
3,115,181,C:\mallet\CourtProceedings\1910_gr_l-5648.txt
3,116,195,C:\mallet\CourtProceedings\1910_gr_l-5708.txt
3,117,150,C:\mallet\CourtProceedings\1910_gr_l-5559.txt
3,118,232,C:\mallet\CourtProceedings\1910_gr_l-6013.txt
3,119,183,C:\mallet\CourtProceedings\1910_gr_l-5663.txt
3,120,156,C:\mallet\CourtProceedings\1910_gr_l-5580.txt
3,121,246,C:\mallet\CourtProceedings\1910_gr_l-6222.txt
3,122,62,C:\mallet\CourtProceedings\1910_gr_l-5095.txt
3,123,17,C:\mallet\CourtProceedings\1910_gr_5771.txt
3,124,121,C:\mallet\CourtProceedings\1910_gr_l-5458.txt
3,125,38,C:\mallet\CourtProceedings\1910_gr_l-4508.txt
3,126,109,C:\mallet\CourtProceedings\1910_gr_l-5396.txt
3,127,56,C:\mallet\CourtProceedings\1910_gr_l-5022.txt
3,128,203,C:\mallet\CourtProceedings\1910_gr_l-5770.txt
3,129,179,C:\mallet\CourtProceedings\1910_gr_l-5644.txt
3,130,171,C:\mallet\CourtProceedings\1910_gr_l-5624.txt
3,131,128,C:\mallet\CourtProceedings\1910_gr_l-5478.txt
3,132,122,C:\mallet\CourtProceedings\1910_gr_l-5461.txt
3,133,19,C:\mallet\CourtProceedings\1910_gr_5805.txt
3,134,190,C:\mallet\CourtProceedings\1910_gr_l-5691.txt
3,135,68,C:\mallet\CourtProceedings\1910_gr_l-5149.txt
3,136,76,C:\mallet\CourtProceedings\1910_gr_l-5188.txt
3,137,53,C:\mallet\CourtProceedings\1910_gr_l-4991.txt
3,138,65,C:\mallet\CourtProceedings\1910_gr_l-5117.txt
3,139,247,C:\mallet\CourtProceedings\1910_gr_l-6250.txt
3,140,221,C:\mallet\CourtProceedings\1910_gr_l-5887.txt
3,141,124,C:\mallet\CourtProceedings\1910_gr_l-5465.txt
3,142,33,C:\mallet\CourtProceedings\1910_gr_l-4145.txt
3,143,170,C:\mallet\CourtProceedings\1910_gr_l-5623.txt
3,144,242,C:\mallet\CourtProceedings\1910_gr_l-6095.txt
3,145,137,C:\mallet\CourtProceedings\1910_gr_l-5504.txt
3,146,100,C:\mallet\CourtProceedings\1910_gr_l-5324.txt
3,147,90,C:\mallet\CourtProceedings\1910_gr_l-5270.txt
3,148,241,C:\mallet\CourtProceedings\1910_gr_l-6084.txt
3,149,219,C:\mallet\CourtProceedings\1910_gr_l-5874.txt
3,150,78,C:\mallet\CourtProceedings\1910_gr_l-5197.txt
3,151,228,C:\mallet\CourtProceedings\1910_gr_l-5965.txt
3,152,92,C:\mallet\CourtProceedings\1910_gr_l-5283.txt
3,153,225,C:\mallet\CourtProceedings\1910_gr_l-5925.txt
3,154,178,C:\mallet\CourtProceedings\1910_gr_l-5642.txt
3,155,202,C:\mallet\CourtProceedings\1910_gr_l-5762.txt
3,156,101,C:\mallet\CourtProceedings\1910_gr_l-5325.txt
3,157,250,C:\mallet\CourtProceedings\1910_gr_l-6399.txt
3,158,127,C:\mallet\CourtProceedings\1910_gr_l-5477.txt
3,159,26,C:\mallet\CourtProceedings\1910_gr_6000.txt
3,160,233,C:\mallet\CourtProceedings\1910_gr_l-6054.txt
3,161,163,C:\mallet\CourtProceedings\1910_gr_l-5597.txt
3,162,52,C:\mallet\CourtProceedings\1910_gr_l-4980.txt
3,163,217,C:\mallet\CourtProceedings\1910_gr_l-5867.txt
3,164,14,C:\mallet\CourtProceedings\1910_gr_5751.txt
3,165,237,C:\mallet\CourtProceedings\1910_gr_l-6073.txt
3,166,146,C:\mallet\CourtProceedings\1910_gr_l-5533.txt
3,167,167,C:\mallet\CourtProceedings\1910_gr_l-5606.txt
3,168,130,C:\mallet\CourtProceedings\1910_gr_l-5482.txt
3,169,126,C:\mallet\CourtProceedings\1910_gr_l-5476.txt
3,170,115,C:\mallet\CourtProceedings\1910_gr_l-5426.txt
3,171,60,C:\mallet\CourtProceedings\1910_gr_l-5060.txt
3,172,18,C:\mallet\CourtProceedings\1910_gr_5795.txt
3,173,6,C:\mallet\CourtProceedings\1910_gr_5411.txt
3,174,191,C:\mallet\CourtProceedings\1910_gr_l-5692.txt
3,175,116,C:\mallet\CourtProceedings\1910_gr_l-5439.txt
3,176,107,C:\mallet\CourtProceedings\1910_gr_l-5381.txt
3,177,22,C:\mallet\CourtProceedings\1910_gr_5849.txt
3,178,161,C:\mallet\CourtProceedings\1910_gr_l-5593.txt
3,179,140,C:\mallet\CourtProceedings\1910_gr_l-5516.txt
3,180,46,C:\mallet\CourtProceedings\1910_gr_l-4901.txt
3,181,235,C:\mallet\CourtProceedings\1910_gr_l-6069.txt
3,182,182,C:\mallet\CourtProceedings\1910_gr_l-5654.txt
3,183,106,C:\mallet\CourtProceedings\1910_gr_l-5359.txt
3,184,103,C:\mallet\CourtProceedings\1910_gr_l-5335.txt
3,185,73,C:\mallet\CourtProceedings\1910_gr_l-5162.txt
3,186,20,C:\mallet\CourtProceedings\1910_gr_5826.txt
3,187,252,C:\mallet\CourtProceedings\1910_gr_l-6497.txt
3,188,234,C:\mallet\CourtProceedings\1910_gr_l-6067.txt
3,189,226,C:\mallet\CourtProceedings\1910_gr_l-5934.txt
3,190,114,C:\mallet\CourtProceedings\1910_gr_l-5418.txt
3,191,40,C:\mallet\CourtProceedings\1910_gr_l-4614.txt
3,192,210,C:\mallet\CourtProceedings\1910_gr_l-5807.txt
3,193,207,C:\mallet\CourtProceedings\1910_gr_l-5790.txt
3,194,136,C:\mallet\CourtProceedings\1910_gr_l-5502.txt
3,195,108,C:\mallet\CourtProceedings\1910_gr_l-5390.txt
3,196,37,C:\mallet\CourtProceedings\1910_gr_l-4479.txt
3,197,31,C:\mallet\CourtProceedings\1910_gr_l-3983.txt
3,198,245,C:\mallet\CourtProceedings\1910_gr_l-6204.txt
3,199,220,C:\mallet\CourtProceedings\1910_gr_l-5878.txt
3,200,120,C:\mallet\CourtProceedings\1910_gr_l-5455.txt
3,201,49,C:\mallet\CourtProceedings\1910_gr_l-4950.txt
3,202,7,C:\mallet\CourtProceedings\1910_gr_5430.txt
3,203,229,C:\mallet\CourtProceedings\1910_gr_l-5982.txt
3,204,223,C:\mallet\CourtProceedings\1910_gr_l-5900.txt
3,205,143,C:\mallet\CourtProceedings\1910_gr_l-5525.txt
3,206,134,C:\mallet\CourtProceedings\1910_gr_l-5491.txt
3,207,133,C:\mallet\CourtProceedings\1910_gr_l-5487.txt
3,208,111,C:\mallet\CourtProceedings\1910_gr_l-5403.txt
3,209,89,C:\mallet\CourtProceedings\1910_gr_l-5266.txt
3,210,205,C:\mallet\CourtProceedings\1910_gr_l-5785.txt
3,211,147,C:\mallet\CourtProceedings\1910_gr_l-5535.txt
3,212,98,C:\mallet\CourtProceedings\1910_gr_l-5319.txt
3,213,95,C:\mallet\CourtProceedings\1910_gr_l-5304.txt
3,214,84,C:\mallet\CourtProceedings\1910_gr_l-5252.txt
3,215,72,C:\mallet\CourtProceedings\1910_gr_l-5161.txt
3,216,211,C:\mallet\CourtProceedings\1910_gr_l-5809.txt
3,217,91,C:\mallet\CourtProceedings\1910_gr_l-5272.txt
3,218,87,C:\mallet\CourtProceedings\1910_gr_l-5255.txt
3,219,214,C:\mallet\CourtProceedings\1910_gr_l-5818.txt
3,220,209,C:\mallet\CourtProceedings\1910_gr_l-5804.txt
3,221,151,C:\mallet\CourtProceedings\1910_gr_l-5560.txt
3,222,81,C:\mallet\CourtProceedings\1910_gr_l-5222.txt
3,223,69,C:\mallet\CourtProceedings\1910_gr_l-5151.txt
3,224,201,C:\mallet\CourtProceedings\1910_gr_l-5749.txt
3,225,200,C:\mallet\CourtProceedings\1910_gr_l-5737.txt
3,226,199,C:\mallet\CourtProceedings\1910_gr_l-5728.txt
3,227,152,C:\mallet\CourtProceedings\1910_gr_l-5565.txt
3,228,139,C:\mallet\CourtProceedings\1910_gr_l-5513.txt
3,229,16,C:\mallet\CourtProceedings\1910_gr_5754.txt
3,230,218,C:\mallet\CourtProceedings\1910_gr_l-5871.txt
3,231,169,C:\mallet\CourtProceedings\1910_gr_l-5620.txt
3,232,168,C:\mallet\CourtProceedings\1910_gr_l-5611.txt
3,233,166,C:\mallet\CourtProceedings\1910_gr_l-5603.txt
3,234,118,C:\mallet\CourtProceedings\1910_gr_l-5448.txt
3,235,158,C:\mallet\CourtProceedings\1910_gr_l-5584.txt
3,236,77,C:\mallet\CourtProceedings\1910_gr_l-5193.txt
3,237,248,C:\mallet\CourtProceedings\1910_gr_l-6255.txt
3,238,236,C:\mallet\CourtProceedings\1910_gr_l-6070.txt
3,239,162,C:\mallet\CourtProceedings\1910_gr_l-5596.txt
3,240,10,C:\mallet\CourtProceedings\1910_gr_5649.txt
3,241,213,C:\mallet\CourtProceedings\1910_gr_l-5813.txt
3,242,188,C:\mallet\CourtProceedings\1910_gr_l-5683.txt
3,243,93,C:\mallet\CourtProceedings\1910_gr_l-5290.txt
3,244,29,C:\mallet\CourtProceedings\1910_gr_l-2532.txt
3,245,160,C:\mallet\CourtProceedings\1910_gr_l-5588.txt
3,246,153,C:\mallet\CourtProceedings\1910_gr_l-5566.txt
3,247,94,C:\mallet\CourtProceedings\1910_gr_l-5291.txt
3,248,63,C:\mallet\CourtProceedings\1910_gr_l-5097.txt
3,249,230,C:\mallet\CourtProceedings\1910_gr_l-5985.txt
3,250,154,C:\mallet\CourtProceedings\1910_gr_l-5569.txt
3,251,23,C:\mallet\CourtProceedings\1910_gr_5919.txt
3,252,11,C:\mallet\CourtProceedings\1910_gr_5658.txt
4,1,144,C:\mallet\CourtProceedings\1910_gr_l-5527.txt
4,2,206,C:\mallet\CourtProceedings\1910_gr_l-5786.txt
4,3,232,C:\mallet\CourtProceedings\1910_gr_l-6013.txt
4,4,74,C:\mallet\CourtProceedings\1910_gr_l-5168.txt
4,5,58,C:\mallet\CourtProceedings\1910_gr_l-5038.txt
4,6,26,C:\mallet\CourtProceedings\1910_gr_6000.txt
4,7,250,C:\mallet\CourtProceedings\1910_gr_l-6399.txt
4,8,197,C:\mallet\CourtProceedings\1910_gr_l-5715.txt
4,9,231,C:\mallet\CourtProceedings\1910_gr_l-5994.txt
4,10,146,C:\mallet\CourtProceedings\1910_gr_l-5533.txt
4,11,130,C:\mallet\CourtProceedings\1910_gr_l-5482.txt
4,12,14,C:\mallet\CourtProceedings\1910_gr_5751.txt
4,13,25,C:\mallet\CourtProceedings\1910_gr_5963.txt
4,14,152,C:\mallet\CourtProceedings\1910_gr_l-5565.txt
4,15,199,C:\mallet\CourtProceedings\1910_gr_l-5728.txt
4,16,91,C:\mallet\CourtProceedings\1910_gr_l-5272.txt
4,17,90,C:\mallet\CourtProceedings\1910_gr_l-5270.txt
4,18,103,C:\mallet\CourtProceedings\1910_gr_l-5335.txt
4,19,211,C:\mallet\CourtProceedings\1910_gr_l-5809.txt
4,20,252,C:\mallet\CourtProceedings\1910_gr_l-6497.txt
4,21,221,C:\mallet\CourtProceedings\1910_gr_l-5887.txt
4,22,243,C:\mallet\CourtProceedings\1910_gr_l-6157.txt
4,23,111,C:\mallet\CourtProceedings\1910_gr_l-5403.txt
4,24,200,C:\mallet\CourtProceedings\1910_gr_l-5737.txt
4,25,248,C:\mallet\CourtProceedings\1910_gr_l-6255.txt
4,26,99,C:\mallet\CourtProceedings\1910_gr_l-5321.txt
4,27,107,C:\mallet\CourtProceedings\1910_gr_l-5381.txt
4,28,70,C:\mallet\CourtProceedings\1910_gr_l-5155.txt
4,29,135,C:\mallet\CourtProceedings\1910_gr_l-5496.txt
4,30,23,C:\mallet\CourtProceedings\1910_gr_5919.txt
4,31,20,C:\mallet\CourtProceedings\1910_gr_5826.txt
4,32,81,C:\mallet\CourtProceedings\1910_gr_l-5222.txt
4,33,247,C:\mallet\CourtProceedings\1910_gr_l-6250.txt
4,34,136,C:\mallet\CourtProceedings\1910_gr_l-5502.txt
4,35,92,C:\mallet\CourtProceedings\1910_gr_l-5283.txt
4,36,100,C:\mallet\CourtProceedings\1910_gr_l-5324.txt
4,37,204,C:\mallet\CourtProceedings\1910_gr_l-5775.txt
4,38,42,C:\mallet\CourtProceedings\1910_gr_l-4713.txt
4,39,138,C:\mallet\CourtProceedings\1910_gr_l-5509.txt
4,40,185,C:\mallet\CourtProceedings\1910_gr_l-5673.txt
4,41,10,C:\mallet\CourtProceedings\1910_gr_5649.txt
4,42,56,C:\mallet\CourtProceedings\1910_gr_l-5022.txt
4,43,66,C:\mallet\CourtProceedings\1910_gr_l-5123.txt
4,44,189,C:\mallet\CourtProceedings\1910_gr_l-5684.txt
4,45,186,C:\mallet\CourtProceedings\1910_gr_l-5676.txt
4,46,78,C:\mallet\CourtProceedings\1910_gr_l-5197.txt
4,47,143,C:\mallet\CourtProceedings\1910_gr_l-5525.txt
